,j-10-10-r-1-10,j-10-10-r-2-10,j-10-10-r-5-10,j-10-10-r-10-1,j-10-10-r-10-2,j-10-10-r-10-5,j-10-10-r-10-10
35,0.14252141118049622,0.1905667930841446,0.12761664390563965,0.15513919293880463,0.14723971486091614,0.18814989924430847,0.1189670264720916
36,0.22717782855033875,0.19284085929393768,0.22454896569252014,0.17559458315372467,0.22591975331306458,0.1494751274585724,0.1386714279651641
37,0.305928111076355,0.2493705302476883,0.2695426940917969,0.26097914576530457,0.22219020128250122,0.2187962383031845,0.2678219079971313
38,0.26228097081184387,0.2228356897830963,0.18552011251449585,0.34877467155456543,0.3136599659919739,0.3157016932964325,0.2554392218589782
39,0.11123713850975037,0.1506647765636444,0.07546329498291016,0.1602046936750412,0.10997302830219269,0.15192897617816925,0.0829232782125473
40,0.16768543422222137,0.18869473040103912,0.1917465776205063,0.24382731318473816,0.1475280225276947,0.1984628289937973,0.1996401399374008
41,0.25370410084724426,0.2644258439540863,0.2480367124080658,0.27259689569473267,0.27888429164886475,0.25815248489379883,0.2741402983665466
42,0.06515615433454514,0.02870214730501175,0.012558326125144958,0.04286235570907593,0.030238211154937744,0.03237561136484146,0.0399621613323688
43,0.28978317975997925,0.24999040365219116,0.2947705090045929,0.2420855313539505,0.26421424746513367,0.28325697779655457,0.2095929980278015
44,0.30343708395957947,0.33064520359039307,0.30637529492378235,0.30609971284866333,0.3243860900402069,0.24396087229251862,0.2627679109573364
45,0.17364031076431274,0.08060476928949356,0.08540259301662445,0.08391216397285461,0.06368931382894516,0.08894740045070648,0.0992226600646972
46,0.010299352928996086,0.008101520128548145,0.008429678156971931,0.012928576208651066,0.008069305680692196,0.009126434102654457,0.0157367829233407
47,0.051940955221652985,0.023447757586836815,0.02506403438746929,0.03139743208885193,0.030396653339266777,0.05071307346224785,0.0578914061188697
48,0.26623597741127014,0.25336864590644836,0.22235624492168427,0.24147692322731018,0.19761696457862854,0.2502790093421936,0.2286096066236496
49,0.13699288666248322,0.05051111429929733,0.04168025776743889,0.17295975983142853,0.06912020593881607,0.09487525373697281,0.0416289269924163
50,0.11602705717086792,0.09762409329414368,0.08313696086406708,0.10234393179416656,0.10967343300580978,0.10740353167057037,0.0903655737638473
51,0.057200584560632706,0.06055352836847305,0.1355975866317749,0.06583990156650543,0.056469328701496124,0.08496713638305664,0.1028691679239273
52,0.24450767040252686,0.22575992345809937,0.17691779136657715,0.22307412326335907,0.20267565548419952,0.22232410311698914,0.2434116899967193
53,0.08877722918987274,0.08131282031536102,0.09324423223733902,0.061417050659656525,0.06874991208314896,0.06834273040294647,0.0525721050798893
54,0.18934985995292664,0.1863406002521515,0.2399509698152542,0.20842328667640686,0.24181312322616577,0.23109881579875946,0.1537023484706878
55,0.32530999183654785,0.3120146691799164,0.321815550327301,0.3400891125202179,0.30969297885894775,0.3239361643791199,0.2959672212600708
56,0.033077362924814224,0.04218192771077156,0.04648679494857788,0.03291415423154831,0.04958990588784218,0.046043239533901215,0.0364494808018207
57,0.23823480308055878,0.21041417121887207,0.21889546513557434,0.23737503588199615,0.23953814804553986,0.1996796429157257,0.202414721250534
58,0.3487967848777771,0.30922216176986694,0.25387272238731384,0.29708796739578247,0.27919134497642517,0.28573867678642273,0.3404469788074493
59,0.25899240374565125,0.20282000303268433,0.23182031512260437,0.24793602526187897,0.189581960439682,0.21779751777648926,0.2040686607360839
60,0.1581575572490692,0.15155066549777985,0.1457732915878296,0.11764191091060638,0.1288524717092514,0.1442205309867859,0.1455304026603698
61,0.0701809749007225,0.06032352149486542,0.07682213187217712,0.07778680324554443,0.07997006177902222,0.07022789865732193,0.0676832199096679
62,0.04082959517836571,0.04257214069366455,0.045072127133607864,0.05560994893312454,0.04639386758208275,0.045060932636260986,0.040331058204174
63,0.061703719198703766,0.07154575735330582,0.05084403231739998,0.06625902652740479,0.07363076508045197,0.05639434978365898,0.0592150837182998
64,0.13215172290802002,0.06961876899003983,0.15751011669635773,0.11395561695098877,0.11803296208381653,0.11715137213468552,0.0519475862383842
65,0.1978631615638733,0.07219040393829346,0.05971495062112808,0.08693056553602219,0.043260179460048676,0.058808356523513794,0.0446878299117088
66,0.09296265244483948,0.0777292549610138,0.11127437651157379,0.09124186635017395,0.10768352448940277,0.09189014136791229,0.0903326347470283
67,0.23552152514457703,0.3893672227859497,0.3003056049346924,0.27750566601753235,0.38980382680892944,0.24593116343021393,0.2997475862503052
68,0.14163191616535187,0.130430668592453,0.13543713092803955,0.15748916566371918,0.15775585174560547,0.1428125500679016,0.1505471467971801
69,0.18085499107837677,0.28028422594070435,0.2236236035823822,0.2243330478668213,0.2080782800912857,0.19999352097511292,0.1912020295858383
70,0.26188182830810547,0.18954071402549744,0.12302219867706299,0.16932986676692963,0.17098413407802582,0.14379402995109558,0.1142211109399795
71,0.18272186815738678,0.1709984540939331,0.1770990937948227,0.2583630681037903,0.15521582961082458,0.15871375799179077,0.1493223309516906
72,0.2963773012161255,0.332503080368042,0.3132806718349457,0.3019179701805115,0.2993811368942261,0.2627885937690735,0.3496547341346741
73,0.1444290578365326,0.15703529119491577,0.17045891284942627,0.1822899878025055,0.15678857266902924,0.156751349568367,0.1624177247285843
74,0.04417414963245392,0.03898277506232262,0.043100036680698395,0.036476630717515945,0.04197521507740021,0.047593191266059875,0.047659296542406
75,0.094431571662426,0.14203400909900665,0.14337508380413055,0.16041024029254913,0.1397911161184311,0.15040428936481476,0.1172954067587852
76,0.21639356017112732,0.16733698546886444,0.11867775768041611,0.16164696216583252,0.23497062921524048,0.1984008550643921,0.191421240568161
77,0.16928650438785553,0.12579844892024994,0.11579976230859756,0.1563418209552765,0.14564646780490875,0.15490223467350006,0.1113314628601074
78,0.2325117290019989,0.22584514319896698,0.14446067810058594,0.21280920505523682,0.22570908069610596,0.22572018206119537,0.2497694492340088
79,0.05311626195907593,0.05786612629890442,0.056488290429115295,0.0697837546467781,0.07142177224159241,0.06412634253501892,0.054964356124401
80,0.2658342719078064,0.23795978724956512,0.19401569664478302,0.2233511358499527,0.251891165971756,0.2398209571838379,0.1768320202827453
81,0.3672405481338501,0.45161810517311096,0.4702099561691284,0.4290998578071594,0.3883174657821655,0.356164813041687,0.4343973398208618
82,0.3009546101093292,0.3105723559856415,0.2889970541000366,0.30982154607772827,0.3048073649406433,0.25333693623542786,0.2749313116073608
83,0.13685482740402222,0.12160485237836838,0.0811983048915863,0.09187611937522888,0.08916828036308289,0.08740656077861786,0.0844881162047386
84,0.1541176438331604,0.20216290652751923,0.20532946288585663,0.19827775657176971,0.15572988986968994,0.1532832831144333,0.1824140399694442
85,0.08211365342140198,0.0863109827041626,0.08452165871858597,0.08301864564418793,0.0707310289144516,0.07888875156641006,0.0816671773791313
86,0.18605740368366241,0.18903757631778717,0.17572568356990814,0.20512759685516357,0.20570838451385498,0.21293145418167114,0.1600736379623413
87,0.2979586720466614,0.27694880962371826,0.25264236330986023,0.30109164118766785,0.2943972647190094,0.23964500427246094,0.2557718157768249
88,0.24352571368217468,0.1025318056344986,0.20532137155532837,0.1929028034210205,0.21495623886585236,0.2862350344657898,0.0310658849775791
89,0.14268259704113007,0.17438733577728271,0.16373521089553833,0.16555766761302948,0.1649187207221985,0.12594406306743622,0.1409870684146881
90,0.08736860752105713,0.090329110622406,0.051848046481609344,0.05140874907374382,0.06620397418737411,0.0852142870426178,0.0548105277121067
91,0.18356147408485413,0.1582779884338379,0.16702567040920258,0.1498710960149765,0.16801272332668304,0.1366717368364334,0.1658586412668228
92,0.26530760526657104,0.3184516429901123,0.2637789249420166,0.2791813313961029,0.25608885288238525,0.2557485103607178,0.2786100506782532
93,0.22057761251926422,0.23833593726158142,0.2023298740386963,0.2308908998966217,0.21191374957561493,0.22909048199653625,0.246293157339096
94,0.05138777196407318,0.014866882003843784,0.01634177565574646,0.030007746070623398,0.03320067748427391,0.013599079102277756,0.0097489580512046
95,0.11564235389232635,0.12275031208992004,0.07643303275108337,0.15587979555130005,0.16899605095386505,0.15142220258712769,0.0778907313942909
96,0.2415425181388855,0.2757139503955841,0.22469273209571838,0.26853641867637634,0.22598206996917725,0.19791026413440704,0.2850350737571716
97,0.1365160048007965,0.20334705710411072,0.20038872957229614,0.13387474417686462,0.08723928779363632,0.1074838638305664,0.1316921710968017
98,0.36761051416397095,0.3255891799926758,0.36691612005233765,0.3565162420272827,0.32204264402389526,0.3693912625312805,0.3683727383613586
99,0.039695922285318375,0.03497501462697983,0.0319366492331028,0.04673026502132416,0.030743446201086044,0.03788479417562485,0.0309620909392833
